path,energi0,homogenitas0,entropy0,contras0,energi45,homogenitas45,entropy45,contras45,energi90,homogenitas90,entropy90,contras90,energi135,homogenitas135,entropy135,contras135,label
batik\image_00012.jpg,0.007197931,1905.733944,6.838876319,1904.733944,0.005845248,2511.014508,6.939009745,2510.014508,0.007206182,1775.046014,6.827994734,1774.046014,0.005842106,2740.530039,6.960297078,2739.530039,batik
batik\image_00013.jpg,0.007197931,1905.733944,6.838876319,1904.733944,0.005845248,2511.014508,6.939009745,2510.014508,0.007206182,1775.046014,6.827994734,1774.046014,0.005842106,2740.530039,6.960297078,2739.530039,batik
batik\image_00014.jpg,0.007197931,1905.733944,6.838876319,1904.733944,0.005845248,2511.014508,6.939009745,2510.014508,0.007206182,1775.046014,6.827994734,1774.046014,0.005842106,2740.530039,6.960297078,2739.530039,batik
batik\image_00015.jpg,0.007197931,1905.733944,6.838876319,1904.733944,0.005845248,2511.014508,6.939009745,2510.014508,0.007206182,1775.046014,6.827994734,1774.046014,0.005842106,2740.530039,6.960297078,2739.530039,batik
batik\image_00016.jpg,0.007197931,1905.733944,6.838876319,1904.733944,0.005845248,2511.014508,6.939009745,2510.014508,0.007206182,1775.046014,6.827994734,1774.046014,0.005842106,2740.530039,6.960297078,2739.530039,batik
batik\image_00017.jpg,0.007197931,1905.733944,6.838876319,1904.733944,0.005845248,2511.014508,6.939009745,2510.014508,0.007206182,1775.046014,6.827994734,1774.046014,0.005842106,2740.530039,6.960297078,2739.530039,batik
batik\image_00018.jpg,0.007197931,1905.733944,6.838876319,1904.733944,0.005845248,2511.014508,6.939009745,2510.014508,0.007206182,1775.046014,6.827994734,1774.046014,0.005842106,2740.530039,6.960297078,2739.530039,batik
batik\image_00019.jpg,0.007197931,1905.733944,6.838876319,1904.733944,0.005845248,2511.014508,6.939009745,2510.014508,0.007206182,1775.046014,6.827994734,1774.046014,0.005842106,2740.530039,6.960297078,2739.530039,batik
batik\image_00020.jpg,0.007197931,1905.733944,6.838876319,1904.733944,0.005845248,2511.014508,6.939009745,2510.014508,0.007206182,1775.046014,6.827994734,1774.046014,0.005842106,2740.530039,6.960297078,2739.530039,batik
batik\image_00021.jpg,0.009395473,5587.347441,7.436693353,5586.347441,0.008227027,5809.688325,7.483905567,5808.688325,0.009529164,5726.063361,7.436969037,5725.063361,0.0080725,6234.702523,7.518901777,6233.702523,batik
batik\image_00022.jpg,0.009395473,5587.347441,7.436693353,5586.347441,0.008227027,5809.688325,7.483905567,5808.688325,0.009529164,5726.063361,7.436969037,5725.063361,0.0080725,6234.702523,7.518901777,6233.702523,batik
batik\image_00023.jpg,0.009395473,5587.347441,7.436693353,5586.347441,0.008227027,5809.688325,7.483905567,5808.688325,0.009529164,5726.063361,7.436969037,5725.063361,0.0080725,6234.702523,7.518901777,6233.702523,batik
batik\image_00024.jpg,0.009395473,5587.347441,7.436693353,5586.347441,0.008227027,5809.688325,7.483905567,5808.688325,0.009529164,5726.063361,7.436969037,5725.063361,0.0080725,6234.702523,7.518901777,6233.702523,batik
batik\image_00025.jpg,0.009395473,5587.347441,7.436693353,5586.347441,0.008227027,5809.688325,7.483905567,5808.688325,0.009529164,5726.063361,7.436969037,5725.063361,0.0080725,6234.702523,7.518901777,6233.702523,batik
batik\image_00026.jpg,0.009395473,5587.347441,7.436693353,5586.347441,0.008227027,5809.688325,7.483905567,5808.688325,0.009529164,5726.063361,7.436969037,5725.063361,0.0080725,6234.702523,7.518901777,6233.702523,batik
batik\image_00027.jpg,0.009395473,5587.347441,7.436693353,5586.347441,0.008227027,5809.688325,7.483905567,5808.688325,0.009529164,5726.063361,7.436969037,5725.063361,0.0080725,6234.702523,7.518901777,6233.702523,batik
batik\image_00028.jpg,0.009395473,5587.347441,7.436693353,5586.347441,0.008227027,5809.688325,7.483905567,5808.688325,0.009529164,5726.063361,7.436969037,5725.063361,0.0080725,6234.702523,7.518901777,6233.702523,batik
batik\image_00029.jpg,0.009395473,5587.347441,7.436693353,5586.347441,0.008227027,5809.688325,7.483905567,5808.688325,0.009529164,5726.063361,7.436969037,5725.063361,0.0080725,6234.702523,7.518901777,6233.702523,batik
batik\image_00030.jpg,0.009395473,5587.347441,7.436693353,5586.347441,0.008227027,5809.688325,7.483905567,5808.688325,0.009529164,5726.063361,7.436969037,5725.063361,0.0080725,6234.702523,7.518901777,6233.702523,batik
batik\image_00031.jpg,0.009395473,5587.347441,7.436693353,5586.347441,0.008227027,5809.688325,7.483905567,5808.688325,0.009529164,5726.063361,7.436969037,5725.063361,0.0080725,6234.702523,7.518901777,6233.702523,batik
batik\image_00032.jpg,0.009395473,5587.347441,7.436693353,5586.347441,0.008227027,5809.688325,7.483905567,5808.688325,0.009529164,5726.063361,7.436969037,5725.063361,0.0080725,6234.702523,7.518901777,6233.702523,batik
batik\image_00033.jpg,0.009395473,5587.347441,7.436693353,5586.347441,0.008227027,5809.688325,7.483905567,5808.688325,0.009529164,5726.063361,7.436969037,5725.063361,0.0080725,6234.702523,7.518901777,6233.702523,batik
batik\image_00034.jpg,0.009395473,5587.347441,7.436693353,5586.347441,0.008227027,5809.688325,7.483905567,5808.688325,0.009529164,5726.063361,7.436969037,5725.063361,0.0080725,6234.702523,7.518901777,6233.702523,batik
batik\image_00035.jpg,0.009395473,5587.347441,7.436693353,5586.347441,0.008227027,5809.688325,7.483905567,5808.688325,0.009529164,5726.063361,7.436969037,5725.063361,0.0080725,6234.702523,7.518901777,6233.702523,batik
batik\image_00036.jpg,0.009395473,5587.347441,7.436693353,5586.347441,0.008227027,5809.688325,7.483905567,5808.688325,0.009529164,5726.063361,7.436969037,5725.063361,0.0080725,6234.702523,7.518901777,6233.702523,batik
batik\image_00037.jpg,0.009395473,5587.347441,7.436693353,5586.347441,0.008227027,5809.688325,7.483905567,5808.688325,0.009529164,5726.063361,7.436969037,5725.063361,0.0080725,6234.702523,7.518901777,6233.702523,batik
batik\image_00038.jpg,0.009395473,5587.347441,7.436693353,5586.347441,0.008227027,5809.688325,7.483905567,5808.688325,0.009529164,5726.063361,7.436969037,5725.063361,0.0080725,6234.702523,7.518901777,6233.702523,batik
batik\image_00039.jpg,0.009395473,5587.347441,7.436693353,5586.347441,0.008227027,5809.688325,7.483905567,5808.688325,0.009529164,5726.063361,7.436969037,5725.063361,0.0080725,6234.702523,7.518901777,6233.702523,batik
batik\image_00040.jpg,0.009395473,5587.347441,7.436693353,5586.347441,0.008227027,5809.688325,7.483905567,5808.688325,0.009529164,5726.063361,7.436969037,5725.063361,0.0080725,6234.702523,7.518901777,6233.702523,batik
batik\image_00041.jpg,0.000161765,2498.0836,9.194796646,2497.0836,0.000152081,3404.055056,9.254266114,3403.055056,0.000158406,2627.564222,9.208318643,2626.564222,0.000150891,3368.919772,9.255203068,3367.919772,batik
batik\image_00042.jpg,0.000161765,2498.0836,9.194796646,2497.0836,0.000152081,3404.055056,9.254266114,3403.055056,0.000158406,2627.564222,9.208318643,2626.564222,0.000150891,3368.919772,9.255203068,3367.919772,batik
batik\image_00043.jpg,0.000161765,2498.0836,9.194796646,2497.0836,0.000152081,3404.055056,9.254266114,3403.055056,0.000158406,2627.564222,9.208318643,2626.564222,0.000150891,3368.919772,9.255203068,3367.919772,batik
batik\image_00044.jpg,0.000161765,2498.0836,9.194796646,2497.0836,0.000152081,3404.055056,9.254266114,3403.055056,0.000158406,2627.564222,9.208318643,2626.564222,0.000150891,3368.919772,9.255203068,3367.919772,batik
batik\image_00045.jpg,0.000161765,2498.0836,9.194796646,2497.0836,0.000152081,3404.055056,9.254266114,3403.055056,0.000158406,2627.564222,9.208318643,2626.564222,0.000150891,3368.919772,9.255203068,3367.919772,batik
batik\image_00046.jpg,0.000161765,2498.0836,9.194796646,2497.0836,0.000152081,3404.055056,9.254266114,3403.055056,0.000158406,2627.564222,9.208318643,2626.564222,0.000150891,3368.919772,9.255203068,3367.919772,batik
batik\image_00047.jpg,0.000161765,2498.0836,9.194796646,2497.0836,0.000152081,3404.055056,9.254266114,3403.055056,0.000158406,2627.564222,9.208318643,2626.564222,0.000150891,3368.919772,9.255203068,3367.919772,batik
batik\image_00048.jpg,0.000161765,2498.0836,9.194796646,2497.0836,0.000152081,3404.055056,9.254266114,3403.055056,0.000158406,2627.564222,9.208318643,2626.564222,0.000150891,3368.919772,9.255203068,3367.919772,batik
batik\image_00049.jpg,0.000161765,2498.0836,9.194796646,2497.0836,0.000152081,3404.055056,9.254266114,3403.055056,0.000158406,2627.564222,9.208318643,2626.564222,0.000150891,3368.919772,9.255203068,3367.919772,batik
batik\image_00050.jpg,0.000161765,2498.0836,9.194796646,2497.0836,0.000152081,3404.055056,9.254266114,3403.055056,0.000158406,2627.564222,9.208318643,2626.564222,0.000150891,3368.919772,9.255203068,3367.919772,batik
batik\image_00051.jpg,0.000161765,2498.0836,9.194796646,2497.0836,0.000152081,3404.055056,9.254266114,3403.055056,0.000158406,2627.564222,9.208318643,2626.564222,0.000150891,3368.919772,9.255203068,3367.919772,batik
batik\image_00052.jpg,0.000161765,2498.0836,9.194796646,2497.0836,0.000152081,3404.055056,9.254266114,3403.055056,0.000158406,2627.564222,9.208318643,2626.564222,0.000150891,3368.919772,9.255203068,3367.919772,batik
batik\image_00053.jpg,0.000161765,2498.0836,9.194796646,2497.0836,0.000152081,3404.055056,9.254266114,3403.055056,0.000158406,2627.564222,9.208318643,2626.564222,0.000150891,3368.919772,9.255203068,3367.919772,batik
batik\image_00054.jpg,0.000161765,2498.0836,9.194796646,2497.0836,0.000152081,3404.055056,9.254266114,3403.055056,0.000158406,2627.564222,9.208318643,2626.564222,0.000150891,3368.919772,9.255203068,3367.919772,batik
batik\image_00055.jpg,0.000161765,2498.0836,9.194796646,2497.0836,0.000152081,3404.055056,9.254266114,3403.055056,0.000158406,2627.564222,9.208318643,2626.564222,0.000150891,3368.919772,9.255203068,3367.919772,batik
batik\image_00056.jpg,0.000161765,2498.0836,9.194796646,2497.0836,0.000152081,3404.055056,9.254266114,3403.055056,0.000158406,2627.564222,9.208318643,2626.564222,0.000150891,3368.919772,9.255203068,3367.919772,batik
batik\image_00057.jpg,0.000161765,2498.0836,9.194796646,2497.0836,0.000152081,3404.055056,9.254266114,3403.055056,0.000158406,2627.564222,9.208318643,2626.564222,0.000150891,3368.919772,9.255203068,3367.919772,batik
batik\image_00058.jpg,0.000161765,2498.0836,9.194796646,2497.0836,0.000152081,3404.055056,9.254266114,3403.055056,0.000158406,2627.564222,9.208318643,2626.564222,0.000150891,3368.919772,9.255203068,3367.919772,batik
batik\image_00059.jpg,0.000161765,2498.0836,9.194796646,2497.0836,0.000152081,3404.055056,9.254266114,3403.055056,0.000158406,2627.564222,9.208318643,2626.564222,0.000150891,3368.919772,9.255203068,3367.919772,batik
batik\image_00060.jpg,0.000161765,2498.0836,9.194796646,2497.0836,0.000152081,3404.055056,9.254266114,3403.055056,0.000158406,2627.564222,9.208318643,2626.564222,0.000150891,3368.919772,9.255203068,3367.919772,batik
batik\image_00061.jpg,0.000329366,3512.693036,9.291639001,3511.693036,0.000383098,4729.301631,9.298890273,4728.301631,0.000317737,3548.149791,9.305358872,3547.149791,0.000372237,4701.009176,9.293904777,4700.009176,batik
batik\image_00062.jpg,0.000329366,3512.693036,9.291639001,3511.693036,0.000383098,4729.301631,9.298890273,4728.301631,0.000317737,3548.149791,9.305358872,3547.149791,0.000372237,4701.009176,9.293904777,4700.009176,batik
batik\image_00063.jpg,0.000329366,3512.693036,9.291639001,3511.693036,0.000383098,4729.301631,9.298890273,4728.301631,0.000317737,3548.149791,9.305358872,3547.149791,0.000372237,4701.009176,9.293904777,4700.009176,batik
batik\image_00064.jpg,0.000329366,3512.693036,9.291639001,3511.693036,0.000383098,4729.301631,9.298890273,4728.301631,0.000317737,3548.149791,9.305358872,3547.149791,0.000372237,4701.009176,9.293904777,4700.009176,batik
batik\image_00065.jpg,0.000329366,3512.693036,9.291639001,3511.693036,0.000383098,4729.301631,9.298890273,4728.301631,0.000317737,3548.149791,9.305358872,3547.149791,0.000372237,4701.009176,9.293904777,4700.009176,batik
batik\image_00066.jpg,0.000329366,3512.693036,9.291639001,3511.693036,0.000383098,4729.301631,9.298890273,4728.301631,0.000317737,3548.149791,9.305358872,3547.149791,0.000372237,4701.009176,9.293904777,4700.009176,batik
batik\image_00067.jpg,0.000329366,3512.693036,9.291639001,3511.693036,0.000383098,4729.301631,9.298890273,4728.301631,0.000317737,3548.149791,9.305358872,3547.149791,0.000372237,4701.009176,9.293904777,4700.009176,batik
batik\image_00068.jpg,0.000329366,3512.693036,9.291639001,3511.693036,0.000383098,4729.301631,9.298890273,4728.301631,0.000317737,3548.149791,9.305358872,3547.149791,0.000372237,4701.009176,9.293904777,4700.009176,batik
batik\image_00069.jpg,0.000329366,3512.693036,9.291639001,3511.693036,0.000383098,4729.301631,9.298890273,4728.301631,0.000317737,3548.149791,9.305358872,3547.149791,0.000372237,4701.009176,9.293904777,4700.009176,batik
batik\image_00070.jpg,0.000329366,3512.693036,9.291639001,3511.693036,0.000383098,4729.301631,9.298890273,4728.301631,0.000317737,3548.149791,9.305358872,3547.149791,0.000372237,4701.009176,9.293904777,4700.009176,batik
batik\image_00071.jpg,0.000329366,3512.693036,9.291639001,3511.693036,0.000383098,4729.301631,9.298890273,4728.301631,0.000317737,3548.149791,9.305358872,3547.149791,0.000372237,4701.009176,9.293904777,4700.009176,batik
batik\image_00072.jpg,0.000329366,3512.693036,9.291639001,3511.693036,0.000383098,4729.301631,9.298890273,4728.301631,0.000317737,3548.149791,9.305358872,3547.149791,0.000372237,4701.009176,9.293904777,4700.009176,batik
batik\image_00073.jpg,0.000329366,3512.693036,9.291639001,3511.693036,0.000383098,4729.301631,9.298890273,4728.301631,0.000317737,3548.149791,9.305358872,3547.149791,0.000372237,4701.009176,9.293904777,4700.009176,batik
batik\image_00074.jpg,0.000329366,3512.693036,9.291639001,3511.693036,0.000383098,4729.301631,9.298890273,4728.301631,0.000317737,3548.149791,9.305358872,3547.149791,0.000372237,4701.009176,9.293904777,4700.009176,batik
batik\image_00075.jpg,0.000329366,3512.693036,9.291639001,3511.693036,0.000383098,4729.301631,9.298890273,4728.301631,0.000317737,3548.149791,9.305358872,3547.149791,0.000372237,4701.009176,9.293904777,4700.009176,batik
batik\image_00076.jpg,0.000329366,3512.693036,9.291639001,3511.693036,0.000383098,4729.301631,9.298890273,4728.301631,0.000317737,3548.149791,9.305358872,3547.149791,0.000372237,4701.009176,9.293904777,4700.009176,batik
batik\image_00077.jpg,0.000329366,3512.693036,9.291639001,3511.693036,0.000383098,4729.301631,9.298890273,4728.301631,0.000317737,3548.149791,9.305358872,3547.149791,0.000372237,4701.009176,9.293904777,4700.009176,batik
batik\image_00078.jpg,0.000329366,3512.693036,9.291639001,3511.693036,0.000383098,4729.301631,9.298890273,4728.301631,0.000317737,3548.149791,9.305358872,3547.149791,0.000372237,4701.009176,9.293904777,4700.009176,batik
batik\image_00079.jpg,0.000329366,3512.693036,9.291639001,3511.693036,0.000383098,4729.301631,9.298890273,4728.301631,0.000317737,3548.149791,9.305358872,3547.149791,0.000372237,4701.009176,9.293904777,4700.009176,batik
batik\image_00080.jpg,0.000329366,3512.693036,9.291639001,3511.693036,0.000383098,4729.301631,9.298890273,4728.301631,0.000317737,3548.149791,9.305358872,3547.149791,0.000372237,4701.009176,9.293904777,4700.009176,batik
batik\image_00081.jpg,0.001600819,1485.033465,7.753934023,1484.033465,0.001312241,1546.175584,7.848873363,1545.175584,0.001544109,1398.851686,7.741222582,1397.851686,0.00134293,1538.304545,7.848634807,1537.304545,batik
batik\image_00082.jpg,0.001600819,1485.033465,7.753934023,1484.033465,0.001312241,1546.175584,7.848873363,1545.175584,0.001544109,1398.851686,7.741222582,1397.851686,0.00134293,1538.304545,7.848634807,1537.304545,batik
batik\image_00083.jpg,0.001600819,1485.033465,7.753934023,1484.033465,0.001312241,1546.175584,7.848873363,1545.175584,0.001544109,1398.851686,7.741222582,1397.851686,0.00134293,1538.304545,7.848634807,1537.304545,batik
batik\image_00084.jpg,0.001600819,1485.033465,7.753934023,1484.033465,0.001312241,1546.175584,7.848873363,1545.175584,0.001544109,1398.851686,7.741222582,1397.851686,0.00134293,1538.304545,7.848634807,1537.304545,batik
batik\image_00085.jpg,0.001600819,1485.033465,7.753934023,1484.033465,0.001312241,1546.175584,7.848873363,1545.175584,0.001544109,1398.851686,7.741222582,1397.851686,0.00134293,1538.304545,7.848634807,1537.304545,batik
batik\image_00086.jpg,0.001600819,1485.033465,7.753934023,1484.033465,0.001312241,1546.175584,7.848873363,1545.175584,0.001544109,1398.851686,7.741222582,1397.851686,0.00134293,1538.304545,7.848634807,1537.304545,batik
batik\image_00087.jpg,0.001600819,1485.033465,7.753934023,1484.033465,0.001312241,1546.175584,7.848873363,1545.175584,0.001544109,1398.851686,7.741222582,1397.851686,0.00134293,1538.304545,7.848634807,1537.304545,batik
batik\image_00088.jpg,0.001600819,1485.033465,7.753934023,1484.033465,0.001312241,1546.175584,7.848873363,1545.175584,0.001544109,1398.851686,7.741222582,1397.851686,0.00134293,1538.304545,7.848634807,1537.304545,batik
batik\image_00089.jpg,0.001600819,1485.033465,7.753934023,1484.033465,0.001312241,1546.175584,7.848873363,1545.175584,0.001544109,1398.851686,7.741222582,1397.851686,0.00134293,1538.304545,7.848634807,1537.304545,batik
batik\image_00090.jpg,0.001600819,1485.033465,7.753934023,1484.033465,0.001312241,1546.175584,7.848873363,1545.175584,0.001544109,1398.851686,7.741222582,1397.851686,0.00134293,1538.304545,7.848634807,1537.304545,batik
batik\image_00091.jpg,0.001600819,1485.033465,7.753934023,1484.033465,0.001312241,1546.175584,7.848873363,1545.175584,0.001544109,1398.851686,7.741222582,1397.851686,0.00134293,1538.304545,7.848634807,1537.304545,batik
batik\image_00092.jpg,0.001600819,1485.033465,7.753934023,1484.033465,0.001312241,1546.175584,7.848873363,1545.175584,0.001544109,1398.851686,7.741222582,1397.851686,0.00134293,1538.304545,7.848634807,1537.304545,batik
batik\image_00093.jpg,0.001600819,1485.033465,7.753934023,1484.033465,0.001312241,1546.175584,7.848873363,1545.175584,0.001544109,1398.851686,7.741222582,1397.851686,0.00134293,1538.304545,7.848634807,1537.304545,batik
batik\image_00094.jpg,0.001600819,1485.033465,7.753934023,1484.033465,0.001312241,1546.175584,7.848873363,1545.175584,0.001544109,1398.851686,7.741222582,1397.851686,0.00134293,1538.304545,7.848634807,1537.304545,batik
batik\image_00095.jpg,0.001600819,1485.033465,7.753934023,1484.033465,0.001312241,1546.175584,7.848873363,1545.175584,0.001544109,1398.851686,7.741222582,1397.851686,0.00134293,1538.304545,7.848634807,1537.304545,batik
batik\image_00096.jpg,0.001600819,1485.033465,7.753934023,1484.033465,0.001312241,1546.175584,7.848873363,1545.175584,0.001544109,1398.851686,7.741222582,1397.851686,0.00134293,1538.304545,7.848634807,1537.304545,batik
batik\image_00097.jpg,0.001600819,1485.033465,7.753934023,1484.033465,0.001312241,1546.175584,7.848873363,1545.175584,0.001544109,1398.851686,7.741222582,1397.851686,0.00134293,1538.304545,7.848634807,1537.304545,batik
batik\image_00098.jpg,0.001600819,1485.033465,7.753934023,1484.033465,0.001312241,1546.175584,7.848873363,1545.175584,0.001544109,1398.851686,7.741222582,1397.851686,0.00134293,1538.304545,7.848634807,1537.304545,batik
batik\image_00099.jpg,0.001600819,1485.033465,7.753934023,1484.033465,0.001312241,1546.175584,7.848873363,1545.175584,0.001544109,1398.851686,7.741222582,1397.851686,0.00134293,1538.304545,7.848634807,1537.304545,batik
batik\image_00100.jpg,0.001600819,1485.033465,7.753934023,1484.033465,0.001312241,1546.175584,7.848873363,1545.175584,0.001544109,1398.851686,7.741222582,1397.851686,0.00134293,1538.304545,7.848634807,1537.304545,batik
batik\image_00101.jpg,0.000117175,4351.170891,9.604219024,4350.170891,0.000104575,6605.529233,9.67856664,6604.529233,0.000109781,4505.377768,9.610085445,4504.377768,0.000123168,6393.353587,9.668026757,6392.353587,batik
batik\image_00102.jpg,0.000117175,4351.170891,9.604219024,4350.170891,0.000104575,6605.529233,9.67856664,6604.529233,0.000109781,4505.377768,9.610085445,4504.377768,0.000123168,6393.353587,9.668026757,6392.353587,batik
batik\image_00103.jpg,0.000117175,4351.170891,9.604219024,4350.170891,0.000104575,6605.529233,9.67856664,6604.529233,0.000109781,4505.377768,9.610085445,4504.377768,0.000123168,6393.353587,9.668026757,6392.353587,batik
batik\image_00104.jpg,0.000117175,4351.170891,9.604219024,4350.170891,0.000104575,6605.529233,9.67856664,6604.529233,0.000109781,4505.377768,9.610085445,4504.377768,0.000123168,6393.353587,9.668026757,6392.353587,batik
batik\image_00105.jpg,0.000117175,4351.170891,9.604219024,4350.170891,0.000104575,6605.529233,9.67856664,6604.529233,0.000109781,4505.377768,9.610085445,4504.377768,0.000123168,6393.353587,9.668026757,6392.353587,batik
batik\image_00106.jpg,0.000117175,4351.170891,9.604219024,4350.170891,0.000104575,6605.529233,9.67856664,6604.529233,0.000109781,4505.377768,9.610085445,4504.377768,0.000123168,6393.353587,9.668026757,6392.353587,batik
batik\image_00107.jpg,0.000117175,4351.170891,9.604219024,4350.170891,0.000104575,6605.529233,9.67856664,6604.529233,0.000109781,4505.377768,9.610085445,4504.377768,0.000123168,6393.353587,9.668026757,6392.353587,batik
batik\image_00108.jpg,0.000117175,4351.170891,9.604219024,4350.170891,0.000104575,6605.529233,9.67856664,6604.529233,0.000109781,4505.377768,9.610085445,4504.377768,0.000123168,6393.353587,9.668026757,6392.353587,batik
batik\image_00109.jpg,0.000117175,4351.170891,9.604219024,4350.170891,0.000104575,6605.529233,9.67856664,6604.529233,0.000109781,4505.377768,9.610085445,4504.377768,0.000123168,6393.353587,9.668026757,6392.353587,batik
batik\image_00110.jpg,0.000117175,4351.170891,9.604219024,4350.170891,0.000104575,6605.529233,9.67856664,6604.529233,0.000109781,4505.377768,9.610085445,4504.377768,0.000123168,6393.353587,9.668026757,6392.353587,batik
batik\image_00111.jpg,0.000117175,4351.170891,9.604219024,4350.170891,0.000104575,6605.529233,9.67856664,6604.529233,0.000109781,4505.377768,9.610085445,4504.377768,0.000123168,6393.353587,9.668026757,6392.353587,batik
batik\image_00112.jpg,0.000117175,4351.170891,9.604219024,4350.170891,0.000104575,6605.529233,9.67856664,6604.529233,0.000109781,4505.377768,9.610085445,4504.377768,0.000123168,6393.353587,9.668026757,6392.353587,batik
batik\image_00113.jpg,0.000117175,4351.170891,9.604219024,4350.170891,0.000104575,6605.529233,9.67856664,6604.529233,0.000109781,4505.377768,9.610085445,4504.377768,0.000123168,6393.353587,9.668026757,6392.353587,batik
batik\image_00114.jpg,0.000117175,4351.170891,9.604219024,4350.170891,0.000104575,6605.529233,9.67856664,6604.529233,0.000109781,4505.377768,9.610085445,4504.377768,0.000123168,6393.353587,9.668026757,6392.353587,batik
batik\image_00115.jpg,0.000117175,4351.170891,9.604219024,4350.170891,0.000104575,6605.529233,9.67856664,6604.529233,0.000109781,4505.377768,9.610085445,4504.377768,0.000123168,6393.353587,9.668026757,6392.353587,batik
batik\image_00116.jpg,0.000117175,4351.170891,9.604219024,4350.170891,0.000104575,6605.529233,9.67856664,6604.529233,0.000109781,4505.377768,9.610085445,4504.377768,0.000123168,6393.353587,9.668026757,6392.353587,batik
batik\image_00117.jpg,0.000117175,4351.170891,9.604219024,4350.170891,0.000104575,6605.529233,9.67856664,6604.529233,0.000109781,4505.377768,9.610085445,4504.377768,0.000123168,6393.353587,9.668026757,6392.353587,batik
batik\image_00118.jpg,0.000117175,4351.170891,9.604219024,4350.170891,0.000104575,6605.529233,9.67856664,6604.529233,0.000109781,4505.377768,9.610085445,4504.377768,0.000123168,6393.353587,9.668026757,6392.353587,batik
batik\image_00119.jpg,0.000117175,4351.170891,9.604219024,4350.170891,0.000104575,6605.529233,9.67856664,6604.529233,0.000109781,4505.377768,9.610085445,4504.377768,0.000123168,6393.353587,9.668026757,6392.353587,batik
batik\image_00120.jpg,0.000117175,4351.170891,9.604219024,4350.170891,0.000104575,6605.529233,9.67856664,6604.529233,0.000109781,4505.377768,9.610085445,4504.377768,0.000123168,6393.353587,9.668026757,6392.353587,batik
batik\image_00121.jpg,9.63E-05,5407.360359,9.588803231,5406.360359,0.000104928,7042.526691,9.620828851,7041.526691,9.74E-05,5119.621863,9.580822371,5118.621863,0.000102758,6868.883688,9.624216217,6867.883688,batik
batik\image_00122.jpg,9.63E-05,5407.360359,9.588803231,5406.360359,0.000104928,7042.526691,9.620828851,7041.526691,9.74E-05,5119.621863,9.580822371,5118.621863,0.000102758,6868.883688,9.624216217,6867.883688,batik
batik\image_00123.jpg,9.63E-05,5407.360359,9.588803231,5406.360359,0.000104928,7042.526691,9.620828851,7041.526691,9.74E-05,5119.621863,9.580822371,5118.621863,0.000102758,6868.883688,9.624216217,6867.883688,batik
batik\image_00124.jpg,9.63E-05,5407.360359,9.588803231,5406.360359,0.000104928,7042.526691,9.620828851,7041.526691,9.74E-05,5119.621863,9.580822371,5118.621863,0.000102758,6868.883688,9.624216217,6867.883688,batik
